"$epsilon_r []","Freq [GHz]","dB(S(1,1)) []"
4.3384,3.4785,-0.753845229359864
4.3384,3.479,-0.754577116155651
4.3384,3.4795,-0.755311286269484
4.3384,3.48,-0.756047748788294
4.3384,3.4805,-0.756786512842757
4.3384,3.481,-0.757527587607533
4.3384,3.4815,-0.758270982301501
4.3384,3.482,-0.759016706188044
4.3384,3.4825,-0.759764768575276
4.3384,3.483,-0.760515178816289
4.3384,3.4835,-0.761267946309451
4.3384,3.484,-0.76202308049861
4.3384,3.4845,-0.762780590873391
4.3384,3.485,-0.763540486969445
4.3384,3.4855,-0.764302778368707
4.3384,3.486,-0.765067474699673
4.3384,3.4865,-0.765834585637649
4.3384,3.487,-0.766604120905042
4.3384,3.4875,-0.767376090271606
4.3384,3.488,-0.768150503554724
4.3384,3.4885,-0.768927370619687
4.3384,3.489,-0.769706701379962
4.3384,3.4895,-0.770488505797468
4.3384,3.49,-0.771272793882859
4.3384,3.4905,-0.772059575695798
4.3384,3.491,-0.772848861345252
4.3384,3.4915,-0.773640660989762
4.3384,3.492,-0.774434984837733
4.3384,3.4925,-0.775231843147738
4.3384,3.493,-0.776031246228778
4.3384,3.4935,-0.776833204440597
4.3384,3.494,-0.777637728193965
4.3384,3.4945,-0.778444827950988
4.3384,3.495,-0.779254514225385
4.3384,3.4955,-0.780066797582794
4.3384,3.496,-0.780881688641094
4.3384,3.4965,-0.781699198070674
4.3384,3.497,-0.782519336594763
4.3384,3.4975,-0.783342114989736
4.3384,3.498,-0.784167544085414
4.3384,3.4985,-0.784995634765384
4.3384,3.499,-0.785826397967296
4.3384,3.4995,-0.786659844683214
4.3384,3.5,-0.787495985959901
4.3384,3.5005,-0.788334832899144
4.3384,3.501,-0.789176396658096
4.3384,3.5015,-0.790020688449582
4.3384,3.502,-0.790867719542425
4.3384,3.5025,-0.791717501261788
4.3384,3.503,-0.792570044989492
4.3384,3.5035,-0.793425362164367
4.3384,3.504,-0.794283464282563
4.3384,3.5045,-0.7951443628979
4.3384,3.505,-0.796008069622211
4.3384,3.5055,-0.796874596125692
4.3384,3.506,-0.797743954137221
4.3384,3.5065,-0.798616155444724
4.3384,3.507,-0.799491211895523
4.3384,3.5075,-0.800369135396689
4.3384,3.508,-0.801249937915377
4.3384,3.5085,-0.802133631479218
4.3384,3.509,-0.803020228176635
4.3384,3.5095,-0.803909740157244
4.3384,3.51,-0.80480217963219
4.3384,3.5105,-0.805697558874526
4.3384,3.511,-0.806595890219582
4.3384,3.5115,-0.807497186065326
4.3384,3.512,-0.808401458872747
4.3384,3.5125,-0.809308721166231
4.3384,3.513,-0.810218985533935
4.3384,3.5135,-0.811132264628179
4.3384,3.514,-0.8120485711658
4.3384,3.5145,-0.812967917928588
4.3384,3.515,-0.813890317763629
4.3384,3.5155,-0.81481578358372
4.3384,3.516,-0.815744328367758
4.3384,3.5165,-0.816675965161144
4.3384,3.517,-0.817610707076175
4.3384,3.5175,-0.818548567292441
4.3384,3.518,-0.819489559057243
4.3384,3.5185,-0.820433695685998
4.3384,3.519,-0.821380990562652
4.3384,3.5195,-0.822331457140084
4.3384,3.52,-0.823285108940534
4.3384,3.5205,-0.824241959556016
4.3384,3.521,-0.825202022648737
4.3384,3.5215,-0.826165311951546
4.3384,3.522,-0.82713184126832
4.3384,3.5225,-0.828101624474436
4.3384,3.523,-0.82907467551718
4.3384,3.5235,-0.83005100841621
4.3384,3.524,-0.831030637263953
4.3384,3.5245,-0.832013576226096
4.3384,3.525,-0.832999839542007
4.3384,3.5255,-0.833989441525189
4.3384,3.526,-0.834982396563722
4.3384,3.5265,-0.835978719120748
4.3384,3.527,-0.836978423734899
4.3384,3.5275,-0.837981525020782
4.3384,3.528,-0.838988037669426
4.3384,3.5285,-0.83999797644876
4.3384,3.529,-0.841011356204083
4.3384,3.5295,-0.842028191858554
4.3384,3.53,-0.843048498413643
4.3384,3.5305,-0.844072290949631
4.3384,3.531,-0.845099584626094
4.3384,3.5315,-0.846130394682386
4.3384,3.532,-0.847164736438141
4.3384,3.5325,-0.848202625293757
4.3384,3.533,-0.8492440767309
4.3384,3.5335,-0.850289106313005
4.3384,3.534,-0.851337729685796
4.3384,3.5345,-0.852389962577772
4.3384,3.535,-0.853445820800734
4.3384,3.5355,-0.854505320250303
4.3384,3.536,-0.855568476906442
4.3384,3.5365,-0.856635306833977
4.3384,3.537,-0.857705826183112
4.3384,3.5375,-0.85878005118998
4.3384,3.538,-0.859857998177181
4.3384,3.5385,-0.860939683554297
4.3384,3.539,-0.862025123818461
4.3384,3.5395,-0.863114335554892
4.3384,3.54,-0.864207335437433
4.3384,3.5405,-0.865304140229152
4.3384,3.541,-0.866404766782839
4.3384,3.5415,-0.867509232041613
4.3384,3.542,-0.868617553039461
4.3384,3.5425,-0.869729746901844
4.3384,3.543,-0.870845830846235
4.3384,3.5435,-0.871965822182712
4.3384,3.544,-0.873089738314563
4.3384,3.5445,-0.874217596738814
4.3384,3.545,-0.875349415046906
4.3384,3.5455,-0.876485210925211
4.3384,3.546,-0.877625002155679
4.3384,3.5465,-0.878768806616427
4.3384,3.547,-0.879916642282349
4.3384,3.5475,-0.881068527225732
4.3384,3.548,-0.882224479616869
4.3384,3.5485,-0.883384517724681
4.3384,3.549,-0.884548659917361
4.3384,3.5495,-0.88571692466296
4.3384,3.55,-0.886889330530088
4.3384,3.5505,-0.888065896188493
4.3384,3.551,-0.88924664040975
4.3384,3.5515,-0.890431582067875
4.3384,3.552,-0.891620740140014
4.3384,3.5525,-0.892814133707066
4.3384,3.553,-0.894011781954382
4.3384,3.5535,-0.895213704172412
4.3384,3.554,-0.896419919757376
4.3384,3.5545,-0.897630448211962
4.3384,3.555,-0.898845309145976
4.3384,3.5555,-0.900064522277085
4.3384,3.556,-0.901288107431446
4.3384,3.5565,-0.902516084544454
4.3384,3.557,-0.903748473661408
4.3384,3.5575,-0.904985294938269
4.3384,3.558,-0.906226568642301
4.3384,3.5585,-0.907472315152864
4.3384,3.559,-0.908722554962105
4.3384,3.5595,-0.909977308675676
4.3384,3.56,-0.91123659701349
4.3384,3.5605,-0.912500440810451
4.3384,3.561,-0.913768861017209
4.3384,3.5615,-0.915041878700882
4.3384,3.562,-0.916319515045868
4.3384,3.5625,-0.917601791354558
4.3384,3.563,-0.918888729048128
4.3384,3.5635,-0.920180349667297
4.3384,3.564,-0.921476674873114
4.3384,3.5645,-0.922777726447771
4.3384,3.565,-0.924083526295332
4.3384,3.5655,-0.9253940964426
4.3384,3.566,-0.926709459039868
4.3384,3.5665,-0.928029636361741
4.3384,3.567,-0.929354650807968
4.3384,3.5675,-0.930684524904254
4.3384,3.568,-0.932019281303069
4.3384,3.5685,-0.933358942784507
4.3384,3.569,-0.934703532257118
4.3384,3.5695,-0.936053072758736
4.3384,3.57,-0.93740758745736
4.3384,3.5705,-0.938767099651998
4.3384,3.571,-0.940131632773519
4.3384,3.5715,-0.941501210385553
4.3384,3.572,-0.942875856185337
4.3384,3.5725,-0.944255594004634
4.3384,3.573,-0.945640447810588
4.3384,3.5735,-0.947030441706647
4.3384,3.574,-0.948425599933462
4.3384,3.5745,-0.949825946869799
4.3384,3.575,-0.951231507033439
4.3384,3.5755,-0.952642305082138
4.3384,3.576,-0.954058365814524
4.3384,3.5765,-0.955479714171066
4.3384,3.577,-0.956906375234992
4.3384,3.5775,-0.958338374233271
4.3384,3.578,-0.959775736537538
4.3384,3.5785,-0.961218487665109
4.3384,3.579,-0.962666653279913
4.3384,3.5795,-0.9641202591935
4.3384,3.58,-0.965579331366012
4.3384,3.5805,-0.967043895907208
4.3384,3.581,-0.968513979077442
4.3384,3.5815,-0.969989607288682
4.3384,3.582,-0.971470807105548
4.3384,3.5825,-0.972957605246332
4.3384,3.583,-0.974450028584005
4.3384,3.5835,-0.975948104147301
4.3384,3.584,-0.977451859121764
4.3384,3.5845,-0.978961320850789
4.3384,3.585,-0.980476516836696
4.3384,3.5855,-0.981997474741819
4.3384,3.586,-0.983524222389572
4.3384,3.5865,-0.985056787765562
4.3384,3.587,-0.986595199018679
4.3384,3.5875,-0.988139484462208
4.3384,3.588,-0.98968967257493
4.3384,3.5885,-0.991245792002296
4.3384,3.589,-0.992807871557519
4.3384,3.5895,-0.994375940222724
4.3384,3.59,-0.995950027150129
4.3384,3.5905,-0.997530161663167
4.3384,3.591,-0.999116373257699
4.3384,3.5915,-1.00070869160317
4.3384,3.592,-1.00230714654378
4.3384,3.5925,-1.00391176809974
4.3384,3.593,-1.00552258646843
4.3384,3.5935,-1.00713963202564
4.3384,3.594,-1.00876293532676
4.3384,3.5945,-1.01039252710809
4.3384,3.595,-1.01202843828801
4.3384,3.5955,-1.01367069996828
4.3384,3.596,-1.01531934343529
4.3384,3.5965,-1.01697440016135
4.3384,3.597,-1.01863590180594
4.3384,3.5975,-1.02030388021705
4.3384,3.598,-1.02197836743247
4.3384,3.5985,-1.02365939568108
4.3384,3.599,-1.02534699738422
4.3384,3.5995,-1.027041205157
4.3384,3.6,-1.02874205180963
4.3384,3.6005,-1.03044957034883
4.3384,3.601,-1.03216379397915
4.3384,3.6015,-1.03388475610436
4.3384,3.602,-1.03561249032888
4.3384,3.6025,-1.03734703045911
4.3384,3.603,-1.0390884105049
4.3384,3.6035,-1.04083666468097
4.3384,3.604,-1.04259182740828
4.3384,3.6045,-1.04435393331556
4.3384,3.605,-1.04612301724073
4.3384,3.6055,-1.04789911423237
4.3384,3.606,-1.04968225955119
4.3384,3.6065,-1.05147248867153
4.3384,3.607,-1.05326983728286
4.3384,3.6075,-1.05507434129135
4.3384,3.608,-1.0568860368213
4.3384,3.6085,-1.05870496021675
4.3384,3.609,-1.06053114804303
4.3384,3.6095,-1.06236463708827
4.3384,3.61,-1.06420546436504
4.3384,3.6105,-1.06605366711194
4.3384,3.611,-1.06790928279514
4.3384,3.6115,-1.06977234911005
4.3384,3.612,-1.07164290398295
4.3384,3.6125,-1.07352098557259
4.3384,3.613,-1.07540663227187
4.3384,3.6135,-1.07729988270954
4.3384,3.614,-1.07920077575182
4.3384,3.6145,-1.08110935050415
4.3384,3.615,-1.08302564631284
4.3384,3.6155,-1.08494970276685
4.3384,3.616,-1.08688155969951
4.3384,3.6165,-1.08882125719025
4.3384,3.617,-1.09076883556637
4.3384,3.6175,-1.09272433540486
4.3384,3.618,-1.09468779753411
4.3384,3.6185,-1.09665926303583
4.3384,3.619,-1.09863877324673
4.3384,3.6195,-1.10062636976053
4.3384,3.62,-1.10262209442965
4.3384,3.6205,-1.10462598936719
4.3384,3.621,-1.10663809694873
4.3384,3.6215,-1.10865845981429
4.3384,3.622,-1.11068712087024
4.3384,3.6225,-1.11272412329117
4.3384,3.623,-1.11476951052189
4.3384,3.6235,-1.11682332627939
4.3384,3.624,-1.11888561455478
4.3384,3.6245,-1.12095641961532
4.3384,3.625,-1.1230357860064
4.3384,3.6255,-1.12512375855357
4.3384,3.626,-1.12722038236462
4.3384,3.6265,-1.12932570283157
4.3384,3.627,-1.13143976563283
4.3384,3.6275,-1.13356261673522
4.3384,3.628,-1.13569430239608
4.3384,3.6285,-1.1378348691655
4.3384,3.629,-1.13998436388833
4.3384,3.6295,-1.1421428337064
4.3384,3.63,-1.14431032606075
4.3384,3.6305,-1.14648688869375
4.3384,3.631,-1.14867256965135
4.3384,3.6315,-1.15086741728531
4.3384,3.632,-1.15307148025548
4.3384,3.6325,-1.15528480753204
4.3384,3.633,-1.15750744839777
4.3384,3.6335,-1.15973945245044
4.3384,3.634,-1.16198086960508
4.3384,3.6345,-1.16423175009632
4.3384,3.635,-1.16649214448077
4.3384,3.6355,-1.16876210363947
4.3384,3.636,-1.1710416787802
4.3384,3.6365,-1.17333092143995
4.3384,3.637,-1.1756298834874
4.3384,3.6375,-1.17793861712534
4.3384,3.638,-1.1802571748932
4.3384,3.6385,-1.18258560966952
4.3384,3.639,-1.1849239746745
4.3384,3.6395,-1.18727232347259
4.3384,3.64,-1.18963070997499
4.3384,3.6405,-1.19199918844231
4.3384,3.641,-1.19437781348716
4.3384,3.6415,-1.19676664007678
4.3384,3.642,-1.19916572353574
4.3384,3.6425,-1.20157511954857
4.3384,3.643,-1.20399488416254
4.3384,3.6435,-1.20642507379029
4.3384,3.644,-1.2088657452127
4.3384,3.6445,-1.21131695558157
4.3384,3.645,-1.21377876242247
4.3384,3.6455,-1.21625122363756
4.3384,3.646,-1.21873439750841
4.3384,3.6465,-1.2212283426989
4.3384,3.647,-1.22373311825812
4.3384,3.6475,-1.22624878362325
4.3384,3.648,-1.22877539862257
4.3384,3.6485,-1.23131302347838
4.3384,3.649,-1.23386171881
4.3384,3.6495,-1.23642154563681
4.3384,3.65,-1.23899256538131
4.3384,3.6505,-1.24157483987216
4.3384,3.651,-1.24416843134731
4.3384,3.6515,-1.24677340245708
4.3384,3.652,-1.24938981626737
4.3384,3.6525,-1.25201773626283
4.3384,3.653,-1.25465722635003
4.3384,3.6535,-1.25730835086073
4.3384,3.654,-1.25997117455514
4.3384,3.6545,-1.26264576262519
4.3384,3.655,-1.26533218069788
4.3384,3.6555,-1.26803049483861
4.3384,3.656,-1.27074077155454
4.3384,3.6565,-1.27346307779805
4.3384,3.657,-1.27619748097014
4.3384,3.6575,-1.27894404892386
4.3384,3.658,-1.2817028499679
4.3384,3.6585,-1.28447395287001
4.3384,3.659,-1.28725742686063
4.3384,3.6595,-1.29005334163649
4.3384,3.66,-1.29286176736412
4.3384,3.6605,-1.29568277468362
4.3384,3.661,-1.29851643471232
4.3384,3.6615,-1.3013628190484
4.3384,3.662,-1.30422199977478
4.3384,3.6625,-1.30709404946277
4.3384,3.663,-1.30997904117597
4.3384,3.6635,-1.31287704847407
4.3384,3.664,-1.31578814541676
4.3384,3.6645,-1.3187124065676
4.3384,3.665,-1.32164990699801
4.3384,3.6655,-1.32460072229124
4.3384,3.666,-1.32756492854636
4.3384,3.6665,-1.33054260238236
4.3384,3.667,-1.33353382094223
4.3384,3.6675,-1.336538661897
4.3384,3.668,-1.33955720345003
4.3384,3.6685,-1.34258952434113
4.3384,3.669,-1.34563570385079
4.3384,3.6695,-1.3486958218045
4.3384,3.67,-1.35176995857701
4.3384,3.6705,-1.35485819509671
4.3384,3.671,-1.35796061284998
4.3384,3.6715,-1.36107729388567
4.3384,3.672,-1.36420832081952
4.3384,3.6725,-1.36735377683866
4.3384,3.673,-1.3705137457062
4.3384,3.6735,-1.37368831176577
4.3384,3.674,-1.37687755994615
4.3384,3.6745,-1.38008157576596
4.3384,3.675,-1.38330044533836
4.3384,3.6755,-1.38653425537578
4.3384,3.676,-1.38978309319472
4.3384,3.6765,-1.39304704672061
4.3384,3.677,-1.39632620449267
4.3384,3.6775,-1.39962065566882
4.3384,3.678,-1.40293049003068
4.3384,3.6785,-1.40625579798851
4.3384,3.679,-1.40959667058638
4.3384,3.6795,-1.41295319950718
4.3384,3.68,-1.41632547707777
4.3384,3.6805,-1.41971359627424
4.3384,3.681,-1.42311765072709
4.3384,3.6815,-1.42653773472654
4.3384,3.682,-1.42997394322785
4.3384,3.6825,-1.43342637185673
4.3384,3.683,-1.43689511691477
4.3384,3.6835,-1.44038027538488
4.3384,3.684,-1.44388194493686
4.3384,3.6845,-1.44740022393301
4.3384,3.685,-1.45093521143366
4.3384,3.6855,-1.45448700720298
4.3384,3.686,-1.45805571171462
4.3384,3.6865,-1.46164142615754
4.3384,3.687,-1.46524425244183
4.3384,3.6875,-1.46886429320464
4.3384,3.688,-1.47250165181608
4.3384,3.6885,-1.47615643238525
4.3384,3.689,-1.47982873976628
4.3384,3.6895,-1.48351867956445
4.3384,3.69,-1.48722635814238
4.3384,3.6905,-1.4909518826262
4.3384,3.691,-1.49469536091189
4.3384,3.6915,-1.49845690167159
4.3384,3.692,-1.50223661435996
4.3384,3.6925,-1.50603460922072
4.3384,3.693,-1.50985099729311
4.3384,3.6935,-1.51368589041846
4.3384,3.694,-1.51753940124685
4.3384,3.6945,-1.52141164324381
4.3384,3.695,-1.52530273069707
4.3384,3.6955,-1.52921277872335
4.3384,3.696,-1.53314190327531
4.3384,3.6965,-1.53709022114844
4.3384,3.697,-1.54105784998813
4.3384,3.6975,-1.54504490829668
4.3384,3.698,-1.54905151544048
4.3384,3.6985,-1.55307779165727
4.3384,3.699,-1.55712385806333
4.3384,3.6995,-1.56118983666083
4.3384,3.7,-1.56527585034536
4.3384,3.7005,-1.56938202291327
4.3384,3.701,-1.57350847906929
4.3384,3.7015,-1.57765534443419
4.3384,3.702,-1.58182274555238
4.3384,3.7025,-1.58601080989976
4.3384,3.703,-1.59021966589153
4.3384,3.7035,-1.59444944289009
4.3384,3.704,-1.59870027121307
4.3384,3.7045,-1.60297228214134
4.3384,3.705,-1.60726560792716
4.3384,3.7055,-1.61158038180248
4.3384,3.706,-1.61591673798707
4.3384,3.7065,-1.62027481169706
4.3384,3.707,-1.62465473915328
4.3384,3.7075,-1.62905665758986
4.3384,3.708,-1.63348070526274
4.3384,3.7085,-1.6379270214585
4.3384,3.709,-1.64239574650304
4.3384,3.7095,-1.64688702177047
4.3384,3.71,-1.65140098969203
4.3384,3.7105,-1.65593779376516
4.3384,3.711,-1.66049757856259
4.3384,3.7115,-1.66508048974152
4.3384,3.712,-1.66968667405293
4.3384,3.7125,-1.674316279351
4.3384,3.713,-1.67896945460247
4.3384,3.7135,-1.68364634989631
4.3384,3.714,-1.68834711645331
4.3384,3.7145,-1.69307190663581
4.3384,3.715,-1.69782087395758
4.3384,3.7155,-1.70259417309373
4.3384,3.716,-1.7073919598907
4.3384,3.7165,-1.71221439137646
4.3384,3.717,-1.71706162577064
4.3384,3.7175,-1.72193382249492
4.3384,3.718,-1.7268311421834
4.3384,3.7185,-1.73175374669314
4.3384,3.719,-1.73670179911479
4.3384,3.7195,-1.74167546378327
4.3384,3.72,-1.74667490628864
4.3384,3.7205,-1.75170029348701
4.3384,3.721,-1.75675179351162
4.3384,3.7215,-1.76182957578388
4.3384,3.722,-1.76693381102475
4.3384,3.7225,-1.77206467126602
4.3384,3.723,-1.77722232986181
4.3384,3.7235,-1.78240696150017
4.3384,3.724,-1.78761874221476
4.3384,3.7245,-1.79285784939664
4.3384,3.725,-1.7981244618063
4.3384,3.7255,-1.80341875958556
4.3384,3.726,-1.80874092426984
4.3384,3.7265,-1.81409113880043
4.3384,3.727,-1.81946958753687
4.3384,3.7275,-1.82487645626947
4.3384,3.728,-1.83031193223202
4.3384,3.7285,-1.83577620411447
4.3384,3.729,-1.84126946207593
4.3384,3.7295,-1.84679189775766
4.3384,3.73,-1.85234370429617
4.3384,3.7305,-1.85792507633667
4.3384,3.731,-1.86353621004626
4.3384,3.7315,-1.8691773031277
4.3384,3.732,-1.87484855483299
4.3384,3.7325,-1.88055016597721
4.3384,3.733,-1.88628233895247
4.3384,3.7335,-1.89204527774208
4.3384,3.734,-1.89783918793473
4.3384,3.7345,-1.90366427673886
4.3384,3.735,-1.90952075299727
4.3384,3.7355,-1.91540882720173
4.3384,3.736,-1.92132871150783
4.3384,3.7365,-1.92728061974994
4.3384,3.737,-1.93326476745636
4.3384,3.7375,-1.93928137186457
4.3384,3.738,-1.94533065193665
4.3384,3.7385,-1.95141282837492
4.3384,3.739,-1.95752812363761
4.3384,3.7395,-1.96367676195484
4.3384,3.74,-1.9698589693446
4.3384,3.7405,-1.97607497362907
4.3384,3.741,-1.98232500445093
4.3384,3.7415,-1.98860929328995
4.3384,3.742,-1.99492807347978
4.3384,3.7425,-2.00128158022473
4.3384,3.743,-2.00767005061694
4.3384,3.7435,-2.01409372365356
4.3384,3.744,-2.02055284025421
4.3384,3.7445,-2.02704764327861
4.3384,3.745,-2.03357837754428
4.3384,3.7455,-2.04014528984457
4.3384,3.746,-2.04674862896679
4.3384,3.7465,-2.05338864571056
4.3384,3.747,-2.06006559290628
4.3384,3.7475,-2.06677972543396
4.3384,3.748,-2.07353130024203
4.3384,3.7485,-2.08032057636648
4.3384,3.749,-2.08714781495018
4.3384,3.7495,-2.0940132792624
4.3384,3.75,-2.10091723471843
4.3384,3.7505,-2.10785994889967
4.3384,3.751,-2.11484169157355
4.3384,3.7515,-2.12186273471403
4.3384,3.752,-2.12892335252205
4.3384,3.7525,-2.13602382144633
4.3384,3.753,-2.14316442020436
4.3384,3.7535,-2.15034542980357
4.3384,3.754,-2.15756713356278
4.3384,3.7545,-2.16482981713386
4.3384,3.755,-2.17213376852357
4.3384,3.7555,-2.17947927811571
4.3384,3.756,-2.18686663869347
4.3384,3.7565,-2.19429614546196
4.3384,3.757,-2.20176809607112
4.3384,3.7575,-2.20928279063869
4.3384,3.758,-2.21684053177357
4.3384,3.7585,-2.22444162459948
4.3384,3.759,-2.23208637677854
4.3384,3.7595,-2.23977509853554
4.3384,3.76,-2.24750810268226
4.3384,3.7605,-2.25528570464192
4.3384,3.761,-2.26310822247414
4.3384,3.7615,-2.27097597690008
4.3384,3.762,-2.27888929132778
4.3384,3.7625,-2.28684849187782
4.3384,3.763,-2.29485390740935
4.3384,3.7635,-2.30290586954623
4.3384,3.764,-2.31100471270361
4.3384,3.7645,-2.31915077411466
4.3384,3.765,-2.32734439385778
4.3384,3.7655,-2.33558591488388
4.3384,3.766,-2.34387568304417
4.3384,3.7665,-2.35221404711809
4.3384,3.767,-2.36060135884166
4.3384,3.7675,-2.36903797293607
4.3384,3.768,-2.37752424713663
4.3384,3.7685,-2.38606054222206
4.3384,3.769,-2.39464722204402
4.3384,3.7695,-2.40328465355704
4.3384,3.77,-2.41197320684876
4.3384,3.7705,-2.42071325517054
4.3384,3.771,-2.42950517496833
4.3384,3.7715,-2.438349345914
4.3384,3.772,-2.44724615093688
4.3384,3.7725,-2.45619597625586
4.3384,3.773,-2.46519921141159
4.3384,3.7735,-2.47425624929924
4.3384,3.774,-2.48336748620166
4.3384,3.7745,-2.49253332182266
4.3384,3.775,-2.50175415932095
4.3384,3.7755,-2.51103040534436
4.3384,3.776,-2.52036247006439
4.3384,3.7765,-2.52975076721121
4.3384,3.777,-2.53919571410916
4.3384,3.7775,-2.54869773171242
4.3384,3.778,-2.55825724464134
4.3384,3.7785,-2.56787468121903
4.3384,3.779,-2.57755047350841
4.3384,3.7795,-2.5872850573498
4.3384,3.78,-2.59707887239876
4.3384,3.7805,-2.60693236216444
4.3384,3.781,-2.61684597404854
4.3384,3.7815,-2.62682015938446
4.3384,3.782,-2.63685537347706
4.3384,3.7825,-2.64695207564296
4.3384,3.783,-2.65711072925111
4.3384,3.7835,-2.66733180176399
4.3384,3.784,-2.67761576477933
4.3384,3.7845,-2.68796309407214
4.3384,3.785,-2.69837426963751
4.3384,3.7855,-2.70884977573361
4.3384,3.786,-2.71939010092547
4.3384,3.7865,-2.72999573812923
4.3384,3.787,-2.74066718465676
4.3384,3.7875,-2.75140494226098
4.3384,3.788,-2.76220951718179
4.3384,3.7885,-2.77308142019231
4.3384,3.789,-2.78402116664591
4.3384,3.7895,-2.79502927652376
4.3384,3.79,-2.80610627448289
4.3384,3.7905,-2.81725268990488
4.3384,3.791,-2.82846905694529
4.3384,3.7915,-2.83975591458339
4.3384,3.792,-2.85111380667283
4.3384,3.7925,-2.86254328199278
4.3384,3.793,-2.87404489429963
4.3384,3.7935,-2.88561920237966
4.3384,3.794,-2.89726677010189
4.3384,3.7945,-2.90898816647205
4.3384,3.795,-2.92078396568698
4.3384,3.7955,-2.93265474718976
4.3384,3.796,-2.94460109572559
4.3384,3.7965,-2.9566236013984
4.3384,3.797,-2.96872285972802
4.3384,3.7975,-2.98089947170832
4.3384,3.798,-2.99315404386598
4.3384,3.7985,-3.00548718831995
4.3384,3.799,-3.01789952284187
4.3384,3.7995,-3.03039167091706
4.3384,3.8,-3.04296426180649
4.3384,3.8005,-3.05561793060947
4.3384,3.801,-3.0683533183272
4.3384,3.8015,-3.08117107192705
4.3384,3.802,-3.09407184440798
4.3384,3.8025,-3.10705629486643
4.3384,3.803,-3.1201250885634
4.3384,3.8035,-3.13327889699237
4.3384,3.804,-3.146518397948
4.3384,3.8045,-3.15984427559588
4.3384,3.805,-3.17325722054325
4.3384,3.8055,-3.18675792991052
4.3384,3.806,-3.20034710740402
4.3384,3.8065,-3.21402546338948
4.3384,3.807,-3.22779371496666
4.3384,3.8075,-3.24165258604509
4.3384,3.808,-3.25560280742067
4.3384,3.8085,-3.26964511685346
4.3384,3.809,-3.28378025914659
4.3384,3.8095,-3.29800898622615
4.3384,3.81,-3.31233205722228
4.3384,3.8105,-3.32675023855149
4.3384,3.811,-3.341264304
4.3384,3.8115,-3.35587503480829
4.3384,3.812,-3.37058321975705
4.3384,3.8125,-3.38538965525411
4.3384,3.813,-3.40029514542285
4.3384,3.8135,-3.41530050219162
4.3384,3.814,-3.4304065453848
4.3384,3.8145,-3.445614102815
4.3384,3.815,-3.46092401037653
4.3384,3.8155,-3.4763371121405
4.3384,3.816,-3.4918542604512
4.3384,3.8165,-3.50747631602373
4.3384,3.817,-3.52320414804348
4.3384,3.8175,-3.53903863426689
4.3384,3.818,-3.55498066112354
4.3384,3.8185,-3.5710311238203
4.3384,3.819,-3.58719092644648
4.3384,3.8195,-3.60346098208105
4.3384,3.82,-3.61984221290134
4.3384,3.8205,-3.63633555029327
4.3384,3.821,-3.65294193496357
4.3384,3.8215,-3.66966231705364
4.3384,3.822,-3.68649765625505
4.3384,3.8225,-3.70344892192708
4.3384,3.823,-3.72051709321605
4.3384,3.8235,-3.73770315917648
4.3384,3.824,-3.75500811889417
4.3384,3.8245,-3.77243298161152
4.3384,3.825,-3.78997876685447
4.3384,3.8255,-3.80764650456185
4.3384,3.826,-3.82543723521665
4.3384,3.8265,-3.84335200997937
4.3384,3.827,-3.86139189082398
4.3384,3.8275,-3.87955795067551
4.3384,3.828,-3.89785127355041
4.3384,3.8285,-3.91627295469921
4.3384,3.829,-3.93482410075119
4.3384,3.8295,-3.95350582986203
4.3384,3.83,-3.97231927186361
4.3384,3.8305,-3.99126556841644
4.3384,3.831,-4.01034587316477
4.3384,3.8315,-4.02956135189436
4.3384,3.832,-4.0489131826929
4.3384,3.8325,-4.06840255611337
4.3384,3.833,-4.08803067534008
4.3384,3.8335,-4.10779875635776
4.3384,3.834,-4.12770802812378
4.3384,3.8345,-4.14775973274297
4.3384,3.835,-4.16795512564608
4.3384,3.8355,-4.18829547577131
4.3384,3.836,-4.20878206574878
4.3384,3.8365,-4.22941619208879
4.3384,3.837,-4.25019916537346
4.3384,3.8375,-4.2711323104516
4.3384,3.838,-4.29221696663737
4.3384,3.8385,-4.31345448791287
4.3384,3.839,-4.3348462431339
4.3384,3.8395,-4.35639361624035
4.3384,3.84,-4.37809800646986
4.3384,3.8405,-4.39996082857596
4.3384,3.841,-4.42198351305036
4.3384,3.8415,-4.44416750634922
4.3384,3.842,-4.46651427112404
4.3384,3.8425,-4.48902528645711
4.3384,3.843,-4.5117020481012
4.3384,3.8435,-4.53454606872422
4.3384,3.844,-4.55755887815878
4.3384,3.8445,-4.58074202365641
4.3384,3.845,-4.60409707014701
4.3384,3.8455,-4.62762560050377
4.3384,3.846,-4.65132921581277
4.3384,3.8465,-4.67520953564881
4.3384,3.847,-4.69926819835633
4.3384,3.8475,-4.72350686133624
4.3384,3.848,-4.74792720133895
4.3384,3.8485,-4.7725309147629
4.3384,3.849,-4.79731971795985
4.3384,3.8495,-4.82229534754648
4.3384,3.85,-4.84745956072216
4.3384,3.8505,-4.87281413559403
4.3384,3.851,-4.89836087150869
4.3384,3.8515,-4.92410158939105
4.3384,3.852,-4.95003813209038
4.3384,3.8525,-4.97617236473447
4.3384,3.853,-5.00250617509039
4.3384,3.8535,-5.02904147393452
4.3384,3.854,-5.05578019542956
4.3384,3.8545,-5.08272429751066
4.3384,3.855,-5.10987576227998
4.3384,3.8555,-5.13723659640992
